6.534701492537312584e-01,2.936940298507462743e-01,5.003731343283582267e-02,2.798507462686567002e-03
6.500528401585203842e-01,3.023910171730515017e-01,4.161162483487450270e-02,5.944517833553501253e-03
6.287434554973821976e-01,3.316753926701570543e-01,3.437172774869109992e-02,5.235602094240838014e-03
6.824912891986062435e-01,2.626306620209059028e-01,4.965156794425087255e-02,5.226480836236934227e-03
6.621532846715328935e-01,2.821897810218977898e-01,4.835766423357663879e-02,7.299270072992700489e-03
6.602564102564102422e-01,2.978303747534516988e-01,3.994082840236686666e-02,1.972386587771203254e-03
6.473237179487179027e-01,3.242307692307692113e-01,2.524038461538461592e-02,3.205128205128205451e-03
7.100811907983761717e-01,2.615020297699593987e-01,2.368064952638700843e-02,4.736129905277402033e-03
6.692345679012344783e-01,2.948518518518518650e-01,3.188888888888889023e-02,4.012345679012345977e-03
6.596491228070174850e-01,3.163742690058479745e-01,2.163742690058479898e-02,2.339181286549707646e-03
6.374868559411146496e-01,3.210620399579389717e-01,3.723449001051524349e-02,4.206098843322817957e-03
6.141348314606741576e-01,3.550449438202247232e-01,2.995505617977527874e-02,8.426966292134831660e-04
6.253033980582524132e-01,3.292839805825242827e-01,4.236650485436893598e-02,3.033980582524271798e-03
5.822085889570551842e-01,3.740245398773006102e-01,4.160736196319018976e-02,2.147239263803681162e-03
6.068452380952380487e-01,3.367023809523809752e-01,5.346428571428571419e-02,2.976190476190476025e-03
5.897330367074526958e-01,3.638264738598442904e-01,4.448275862068964970e-02,1.946607341490544981e-03
6.295180722891565717e-01,3.169879518072289404e-01,4.855421686746987792e-02,4.928806133625411069e-03
5.839423076923077049e-01,3.548677884615384914e-01,5.728365384615385220e-02,3.906250000000000000e-03
6.373377337733773240e-01,3.088558855885588650e-01,4.858085808580858006e-02,5.225522552255224863e-03
5.785351787773932442e-01,3.699538638985005456e-01,4.978085351787774060e-02,1.730103806228373538e-03
6.324957555178268853e-01,3.191935483870967372e-01,4.640067911714770843e-02,1.910016977928692726e-03
5.907061068702289530e-01,3.647805343511450471e-01,4.166030534351145009e-02,2.862595419847327807e-03
5.915986099044309166e-01,3.606255430060816836e-01,4.647263249348392022e-02,1.303214596003475327e-03
5.027572016460905013e-01,4.488888888888888373e-01,4.835390946502057807e-02,0.000000000000000000e+00
