7.384259259259259300e-01,2.152777777777777901e-01,4.351851851851851888e-02,2.777777777777777884e-03
6.324406779661017053e-01,3.299548022598869923e-01,3.534463276836158352e-02,2.259887005649717593e-03
6.654175588865096636e-01,3.013918629550321193e-01,2.462526766595288935e-02,8.565310492505353798e-03
6.340206185567009989e-01,3.141466208476517696e-01,4.954180985108820601e-02,2.290950744558992083e-03
6.574248120300751896e-01,2.913533834586465865e-01,4.558270676691729417e-02,5.639097744360902810e-03
7.273936170212764729e-01,2.265070921985815611e-01,4.432624113475177458e-02,1.773049645390070879e-03
6.604477611940298143e-01,2.881426202321724639e-01,5.058043117744610156e-02,8.291873963515754764e-04
7.439720812182740728e-01,2.223984771573604136e-01,3.299492385786802207e-02,6.345177664974618794e-04
7.087706146926536777e-01,2.425037481259370020e-01,4.572713643178411003e-02,2.998500749625187742e-03
6.966625155666251734e-01,2.575716064757160861e-01,4.389788293897883137e-02,1.867995018679950063e-03
7.109483960948395076e-01,2.531380753138075534e-01,3.521617852161785384e-02,6.973500697350069498e-04
6.989117291414751465e-01,2.678355501813784456e-01,3.325272067714631075e-02,0.000000000000000000e+00
7.244832041343669538e-01,2.399870801033591738e-01,3.552971576227390016e-02,0.000000000000000000e+00
6.470967741935482742e-01,3.087096774193548443e-01,4.419354838709677047e-02,0.000000000000000000e+00
6.747538677918424321e-01,2.890295358649789259e-01,3.621659634317862114e-02,0.000000000000000000e+00
6.398773006134969021e-01,3.102208588957054980e-01,4.990184049079754436e-02,0.000000000000000000e+00
6.113231552162849969e-01,3.320610687022900742e-01,5.470737913486004717e-02,1.908396946564885639e-03
5.963930348258706937e-01,3.331218905472636549e-01,6.799751243781095023e-02,2.487562189054726321e-03
6.016260162601626549e-01,3.370596205962059777e-01,5.995934959349593502e-02,1.355013550135501137e-03
5.099878934624697546e-01,4.059685230024213110e-01,8.222760290556900553e-02,1.815980629539951660e-03
5.621841794569067963e-01,3.702243211334120265e-01,6.641086186540731684e-02,1.180637544273908067e-03
5.025252525252524860e-01,4.097418630751963886e-01,8.548821548821548821e-02,2.244668911335578193e-03
5.160493827160493874e-01,4.049382716049382824e-01,7.654320987654321395e-02,2.469135802469135752e-03
4.043209876543210068e-01,4.725514403292181420e-01,1.169547325102880675e-01,6.172839506172839164e-03
