7.504690431519699390e-01,2.129455909943714920e-01,3.283302063789868969e-02,3.752345215759849903e-03
6.396064814814814703e-01,3.174189814814815103e-01,4.181712962962962771e-02,1.157407407407407343e-03
6.504201680672268004e-01,3.134453781512605008e-01,3.277310924369748052e-02,3.361344537815126252e-03
6.722933643771827894e-01,2.901629802095459509e-01,3.405122235157159727e-02,3.492433061699650679e-03
7.190476190476189355e-01,2.519841269841269771e-01,2.658730158730158652e-02,2.380952380952380733e-03
6.571011673151752053e-01,2.991245136186770348e-01,4.182879377431907020e-02,1.945525291828793801e-03
7.071524966261807377e-01,2.645074224021592424e-01,2.699055330634278146e-02,1.349527665317138943e-03
7.131578947368421018e-01,2.620300751879699463e-01,2.481203007518796924e-02,0.000000000000000000e+00
7.486244841815680173e-01,2.314305364511691776e-01,1.994497936726272180e-02,0.000000000000000000e+00
7.227891156462584732e-01,2.517006802721088454e-01,2.551020408163265363e-02,0.000000000000000000e+00
7.357456140350876472e-01,2.394005847953216137e-01,2.412280701754386178e-02,7.309941520467835852e-04
7.198838896952104438e-01,2.616110304789550089e-01,1.705370101596516419e-02,1.451378809869375902e-03
7.081062670299727024e-01,2.687329700272479971e-01,2.247956403269754655e-02,6.811989100817439531e-04
6.867816091954023205e-01,2.798132183908046411e-01,3.196839080459770027e-02,1.436781609195402279e-03
6.863567073170732113e-01,2.816310975609755962e-01,3.125000000000000000e-02,7.621951219512195386e-04
6.589335180055401198e-01,2.846260387811634374e-01,5.505540166204986319e-02,1.385041551246537399e-03
6.337209302325581550e-01,3.040355677154582548e-01,6.087551299589603199e-02,1.367989056087551281e-03
6.399853801169590461e-01,2.803362573099415500e-01,7.675438596491228338e-02,2.923976608187134341e-03
6.414616497829233044e-01,2.901591895803183885e-01,6.693198263386396230e-02,1.447178002894355898e-03
5.327260458839405688e-01,3.960863697705802600e-01,6.916329284750337425e-02,2.024291497975708523e-03
5.153791130185979563e-01,4.188125894134477334e-01,6.366237482117310942e-02,2.145922746781115872e-03
4.917582417582417320e-01,4.364697802197802234e-01,6.971153846153846367e-02,2.060439560439560492e-03
4.897209985315711944e-01,4.317180616740088350e-01,7.488986784140969077e-02,3.671071953010279342e-03
4.975247524752475226e-01,3.972772277227722415e-01,9.282178217821782096e-02,1.237623762376237682e-02
